employee_id,name,department,role,job_level,hire_date,tenure_years,salary,performance_rating,manager_id,attrition_flag,exit_date
EMP1514,Brittany Stevens,Consulting,Analyst,L4,2021-05-16,5.21,803895,Average,EMP1132,1,2022-02-25
EMP1515,Angela Ballard,Engineering,Analyst,L3,2022-07-12,4.05,1027249,Low,EMP1591,0,
EMP1516,Deborah Liu,Finance,Consultant,L4,2025-09-08,0.89,1056850,Average,EMP1782,0,
EMP1517,Nicole Mills,Finance,Senior Analyst,L3,2025-12-11,0.64,727889,Average,EMP1752,0,
EMP1518,Kellie Preston,HR,Manager,L5,2020-03-23,6.36,892693,Average,EMP1539,0,
EMP1519,Michael Gordon,Consulting,Consultant,L5,2019-11-17,6.71,1542681,Average,EMP1734,0,
EMP1520,Richard Nichols,Engineering,Analyst,L5,2022-11-01,3.75,1418262,High,EMP1534,0,
EMP1521,James Fritz,HR,Senior Manager,L2,2022-12-09,3.64,1030897,High,EMP1495,0,
EMP1522,Jackson Martinez,Sales,Senior Analyst,L3,2026-05-13,0.22,911401,Average,EMP1620,1,2026-06-20
EMP1523,Erica Allen MD,HR,Senior Manager,L2,2021-05-01,5.25,936009,Average,EMP1618,0,
EMP1524,Holly Mendez,HR,Consultant,L4,2023-12-27,2.59,1084055,Average,EMP1656,0,
EMP1525,Chad Parrish,Consulting,Analyst,L2,2019-12-14,6.63,593162,Average,EMP1368,0,
EMP1526,Thomas Brown,Sales,Manager,L4,2021-03-17,5.38,822787,Average,EMP1865,0,
EMP1527,James Byrd,HR,Senior Manager,L4,2023-10-15,2.79,399424,Low,EMP1908,0,
EMP1528,Angela Lopez,Engineering,Manager,L4,2025-05-23,1.19,1019766,Average,EMP1909,1,2026-07-28
EMP1529,Thomas Roy,Engineering,Analyst,L2,2023-12-30,2.59,1094158,Average,EMP1650,0,
EMP1530,Seth Dudley,Finance,Senior Manager,L3,2021-02-24,5.43,755044,Average,EMP1795,0,
EMP1531,Tyler Rodgers,Sales,Manager,L2,2021-06-07,5.15,1372196,High,EMP1809,1,2021-10-11
EMP1532,Nicole Hall,Sales,Manager,L3,2025-05-16,1.21,532270,High,EMP1991,0,
EMP1533,Jennifer Schultz,Finance,Senior Manager,L3,2022-01-09,4.56,460687,Average,EMP1098,0,
EMP1534,Carrie Randolph,HR,Analyst,L4,2019-04-28,7.26,967335,Average,EMP1316,0,
EMP1535,Maureen Andrews,Sales,Manager,L2,2022-10-02,3.83,1214129,High,EMP1122,0,
EMP1536,Michael Thompson,Engineering,Consultant,L3,2022-12-15,3.63,1405178,Low,EMP1319,0,
EMP1537,Amanda Lowe,Engineering,Senior Manager,L5,2019-02-07,7.48,762334,High,EMP1798,0,
EMP1538,Tammy Harris,Consulting,Senior Analyst,L3,2021-01-26,5.51,1223604,Low,EMP1592,0,
EMP1539,Alexander Harris,Sales,Senior Analyst,L5,2019-12-12,6.64,888447,High,EMP1494,0,
EMP1540,Derek Scott,HR,Analyst,L2,2024-07-21,2.03,848211,Average,EMP1456,0,
EMP1541,Mr. Mathew Jennings,Finance,Consultant,L2,2025-02-01,1.49,1165097,High,EMP1521,0,
EMP1542,Raymond Martin,Finance,Manager,L2,2019-06-25,7.1,1095696,High,EMP1519,0,
EMP1543,Terry Sullivan,HR,Senior Analyst,L3,2024-02-12,2.47,427082,Low,EMP1916,0,
EMP1544,Dr. Charles Cooper,Operations,Analyst,L1,2026-04-08,0.31,1342962,Average,EMP1716,0,
EMP1545,Katherine Carter,Consulting,Consultant,L3,2019-07-16,7.05,1314027,High,EMP1314,0,
EMP1546,Zachary Miller,Finance,Consultant,L3,2020-12-30,5.59,712331,Average,EMP1945,0,
EMP1547,Ann Davis,Sales,Analyst,L4,2022-06-25,4.1,1018741,High,EMP1708,0,
EMP1548,Brian Lee,Consulting,Analyst,L4,2025-10-14,0.79,1048209,Average,EMP1709,0,
EMP1549,Nancy Campbell,Sales,Manager,L3,2019-01-13,7.55,978202,Average,EMP1541,0,
EMP1550,Jennifer Sanders,Engineering,Analyst,L5,2020-06-28,6.09,734908,Average,EMP1478,0,
EMP1551,Nichole Young,Consulting,Manager,L4,2024-09-18,1.87,698512,Average,EMP1912,0,
EMP1552,Dylan Wright,Finance,Manager,L3,2023-09-07,2.9,892333,High,EMP1970,0,
EMP1553,Gary Henderson,Consulting,Senior Manager,L1,2019-08-19,6.95,1251818,Average,EMP1019,0,
EMP1554,Michael Gill,Consulting,Consultant,L5,2025-03-06,1.4,1063080,Average,EMP1559,0,
EMP1555,Michelle Beasley,Consulting,Consultant,L2,2023-04-30,3.25,788815,Average,EMP1968,0,
EMP1556,Chris Hatfield,Operations,Consultant,L3,2025-06-30,1.08,1131509,Average,EMP1129,0,
EMP1557,John Andersen,Consulting,Senior Manager,L3,2021-12-07,4.65,300000,High,EMP1292,0,
EMP1558,Jacob Carpenter,Sales,Manager,L5,2019-01-25,7.52,1244629,High,EMP1896,0,
EMP1559,Michelle Marshall,Engineering,Manager,L4,2021-08-03,4.99,378085,Average,EMP1131,0,
EMP1560,Alvin Butler,HR,Analyst,L4,2026-05-20,0.2,791267,High,EMP1355,0,
EMP1561,Pamela Thomas,Consulting,Senior Manager,L4,2019-03-13,7.39,564099,High,EMP1053,0,
EMP1562,Jennifer Klein,Finance,Analyst,L2,2021-07-12,5.05,511595,Average,EMP1889,0,
EMP1563,Jennifer Blankenship,Consulting,Senior Manager,L5,2021-04-21,5.28,1248248,High,EMP1792,0,
EMP1564,Amy Graves,Finance,Analyst,L5,2022-03-21,4.36,759689,Average,EMP1386,0,
EMP1565,Laura Knapp,Sales,Senior Analyst,L4,2021-10-07,4.82,1003951,Low,EMP1264,0,
EMP1566,Ronnie Holloway,Finance,Consultant,L4,2026-04-28,0.26,885923,High,EMP1981,0,
EMP1567,Rebecca Chen,HR,Consultant,L1,2024-12-05,1.65,1043112,Average,EMP1214,0,
EMP1568,Laura Hoffman,Engineering,Manager,L1,2023-08-28,2.93,923046,High,EMP1459,0,
EMP1569,Andrea Miller,Finance,Senior Analyst,L3,2023-11-08,2.73,515102,High,EMP1457,0,
EMP1570,Mark Bryant,Finance,Consultant,L3,2020-03-01,6.42,1198880,Low,EMP1801,0,
EMP1571,Rebecca Acosta,Engineering,Manager,L5,2024-05-04,2.24,751873,High,EMP1042,0,
EMP1572,Michael Pollard,HR,Senior Analyst,L5,2022-02-09,4.47,433025,Average,EMP1585,0,
EMP1573,Carla Christian,Consulting,Consultant,L2,2023-06-18,3.12,771565,Average,EMP1861,0,
EMP1574,Jeremy Barrett,Finance,Analyst,L2,2026-03-31,0.33,1350227,Average,EMP1277,0,
EMP1575,Joshua Thompson,Engineering,Senior Manager,L1,2026-02-01,0.49,1155066,High,EMP1837,0,
EMP1576,Kimberly Powell,Sales,Senior Analyst,L3,2019-06-06,7.16,795404,Low,EMP1753,0,
EMP1577,Robert Murphy PhD,Engineering,Manager,L1,2023-03-22,3.36,795222,Average,EMP1129,0,
EMP1578,Allen Frazier,Sales,Senior Analyst,L1,2022-01-22,4.52,803509,Average,EMP1349,0,
EMP1579,Matthew Thomas,HR,Manager,L3,2020-09-04,5.91,1523024,Average,EMP1705,0,
EMP1580,Cole Nguyen,Consulting,Senior Analyst,L2,2023-07-04,3.08,1014580,Average,EMP1543,0,
EMP1581,Lauren Robinson,Engineering,Manager,L3,2020-09-24,5.85,1029012,Low,EMP1105,0,
EMP1582,Shelly Snyder DDS,Operations,Consultant,L4,2019-05-06,7.24,1209085,Average,EMP1911,0,
EMP1583,Scott Taylor,Finance,Analyst,L4,2024-08-13,1.96,971636,Average,EMP1715,0,
EMP1584,Andrea Manning,HR,Consultant,L4,2025-09-17,0.87,822287,High,EMP1000,0,
EMP1585,Jeffrey Anderson,Engineering,Analyst,L5,2026-06-25,0.1,841095,Average,EMP1756,0,
EMP1586,Paul Harrell,Finance,Consultant,L2,2021-11-15,4.71,878519,Average,EMP1583,0,
EMP1587,Matthew Jackson,Engineering,Consultant,L2,2022-11-22,3.69,888833,High,EMP1431,1,2025-05-30
EMP1588,Mitchell Boyd,Sales,Senior Analyst,L5,2019-07-15,7.05,1118288,Low,EMP1305,0,
EMP1589,Robin Curry,Engineering,Senior Manager,L1,2019-02-23,7.44,915583,High,EMP1908,0,
EMP1590,Ryan Tate,Operations,Manager,L4,2026-05-04,0.24,1119792,Average,EMP1526,0,
EMP1591,Keith Snow,Engineering,Manager,L4,2025-11-04,0.74,875785,High,EMP1052,0,
EMP1592,Linda Howell,Engineering,Manager,L1,2020-10-06,5.82,923590,Average,EMP1939,0,
EMP1593,Ryan George DDS,Operations,Analyst,L3,2023-09-14,2.88,300539,Low,EMP1519,0,
EMP1594,Donald Wright,HR,Manager,L3,2021-04-17,5.29,1174898,Average,EMP1329,0,
EMP1595,Angela Johnson,Engineering,Manager,L2,2021-05-20,5.2,1003946,High,EMP1557,0,
EMP1596,Christine Taylor,Operations,Senior Analyst,L5,2024-04-18,2.28,1199403,Average,EMP1324,0,
EMP1597,Andrew Gibbs,Finance,Consultant,L2,2022-06-12,4.14,300000,Low,EMP1113,0,
EMP1598,Thomas Schwartz,Sales,Manager,L3,2019-01-15,7.55,1526512,High,EMP1146,0,
EMP1599,Danielle Mathews,Sales,Senior Manager,L1,2022-05-03,4.25,858123,High,EMP1165,0,
EMP1600,Manuel Oconnell,Engineering,Manager,L2,2021-05-25,5.19,1232454,Average,EMP1378,0,
EMP1601,Kayla Johnson,HR,Analyst,L4,2024-08-10,1.97,588028,High,EMP1138,0,
EMP1602,Erik Barnes,HR,Analyst,L4,2022-10-01,3.83,1083832,High,EMP1628,0,
EMP1603,Vanessa Mays,Finance,Analyst,L1,2025-04-24,1.27,583975,Average,EMP1298,0,
EMP1604,Keith Gonzalez,Engineering,Manager,L3,2025-03-02,1.41,712869,Low,EMP1275,0,
EMP1605,Kathleen Drake,Sales,Senior Analyst,L4,2024-08-30,1.92,1474209,Average,EMP1915,0,
EMP1606,Andrew Smith,HR,Senior Manager,L4,2021-01-17,5.54,842795,Low,EMP1788,0,
EMP1607,Cynthia Grant,Engineering,Manager,L5,2020-08-15,5.96,965229,Average,EMP1849,0,
EMP1608,Deanna Lopez,HR,Senior Analyst,L2,2018-11-22,7.69,1161020,Average,EMP1824,0,
EMP1609,Jasmine Lopez,Operations,Senior Analyst,L3,2018-10-20,7.78,1048704,Low,EMP1177,1,2024-05-14
EMP1610,Whitney Taylor,HR,Manager,L2,2023-04-28,3.26,945125,Average,EMP1841,1,2023-12-13
EMP1611,Alexis Newman,Sales,Manager,L3,2023-03-31,3.34,1009488,Low,EMP1353,0,
EMP1612,Frederick Baker,Consulting,Senior Analyst,L4,2019-08-22,6.95,1621024,High,EMP1153,0,
EMP1613,Mark Cruz,Finance,Senior Analyst,L5,2023-09-26,2.85,882714,High,EMP1925,0,
EMP1614,Brandon Green,Finance,Senior Analyst,L2,2019-06-16,7.13,960329,Low,EMP1200,0,
EMP1615,Allison Hall,Sales,Manager,L4,2020-01-14,6.55,1215196,High,EMP1877,0,
EMP1616,Steven Williams,HR,Senior Analyst,L3,2021-03-17,5.38,1231657,Average,EMP1114,0,
EMP1617,Cole Galloway,Engineering,Analyst,L2,2022-02-01,4.5,1256109,Average,EMP1670,0,
EMP1618,Jennifer Nixon,HR,Manager,L2,2023-08-20,2.95,1091619,Low,EMP1553,1,2025-11-25
EMP1619,Dr. Jennifer Jones,Sales,Analyst,L4,2020-04-15,6.3,557098,Average,EMP1758,1,2022-06-26
EMP1620,Robin Oneill,Finance,Consultant,L2,2022-11-25,3.68,1390029,High,EMP1067,0,
EMP1621,Michael Cook,HR,Manager,L5,2020-12-18,5.62,556096,Average,EMP1444,0,
EMP1622,Erika Neal,Finance,Consultant,L5,2024-02-17,2.45,990790,Low,EMP1444,1,2024-05-02
EMP1623,Sarah Velez,Engineering,Senior Analyst,L4,2024-03-27,2.35,673717,Low,EMP1325,0,
EMP1624,Jeremiah Burton,Finance,Senior Analyst,L3,2020-07-29,6.01,880758,Average,EMP1845,0,
EMP1625,Theresa Lee,Finance,Senior Manager,L4,2023-10-23,2.77,998628,Average,EMP1707,0,
EMP1626,Russell Jennings,Consulting,Senior Analyst,L5,2025-06-15,1.13,996407,Average,EMP1601,0,
EMP1627,Christopher Harper,Consulting,Consultant,L1,2019-02-10,7.47,1026576,Average,EMP1622,0,
EMP1628,Elizabeth Shaffer,Operations,Senior Analyst,L1,2019-02-20,7.45,1384113,High,EMP1879,0,
EMP1629,Edward White,Consulting,Manager,L2,2026-05-11,0.22,1036060,High,EMP1358,0,
EMP1630,Matthew Brown,Finance,Senior Analyst,L2,2023-04-24,3.27,826753,Average,EMP1144,0,
EMP1631,David Douglas,Sales,Senior Manager,L1,2025-01-29,1.5,1189226,High,EMP1274,0,
EMP1632,Barbara Harris,Finance,Senior Analyst,L5,2026-06-19,0.12,1256841,Average,EMP1508,0,
EMP1633,Mary Allen,Sales,Consultant,L2,2021-09-24,4.85,531717,Average,EMP1178,0,
EMP1634,Ernest Brown,Sales,Consultant,L4,2023-03-28,3.35,1079220,Average,EMP1752,0,
EMP1635,Veronica Thomas,Consulting,Senior Analyst,L4,2021-10-10,4.81,1110351,Average,EMP1837,0,
EMP1636,Amber Hernandez,HR,Consultant,L5,2021-12-12,4.64,810730,High,EMP1830,0,
EMP1637,Sandra Hill,Engineering,Consultant,L2,2023-12-27,2.59,1312712,Average,EMP1476,0,
EMP1638,James Marsh,Consulting,Senior Manager,L4,2023-11-01,2.75,854983,Average,EMP1842,1,2025-05-02
EMP1639,Heather Odom,Consulting,Manager,L2,2020-02-09,6.48,937672,Average,EMP1975,0,
EMP1640,Amy Mann,HR,Senior Manager,L2,2022-04-04,4.33,848078,Low,EMP1413,1,2024-11-23
EMP1641,Alexandra Jones,Engineering,Analyst,L4,2019-04-22,7.28,904673,High,EMP1152,0,
EMP1642,Angela Hernandez,Finance,Senior Manager,L1,2021-11-19,4.7,571117,Average,EMP1103,0,
EMP1643,Christine Robinson,Operations,Senior Analyst,L4,2026-01-25,0.51,467984,Average,EMP1074,0,
EMP1644,Austin Todd,Operations,Manager,L5,2023-04-25,3.27,1378351,Average,EMP1127,0,
EMP1645,Todd Nunez,Finance,Senior Analyst,L3,2021-05-07,5.24,645911,Average,EMP1710,1,2026-01-25
EMP1646,Randy Wood,Consulting,Analyst,L4,2020-04-01,6.33,602582,Low,EMP1665,0,
EMP1647,Cindy Wilson,Engineering,Manager,L2,2019-01-05,7.57,300000,Average,EMP1567,0,
EMP1648,Ryan Welch,Consulting,Consultant,L2,2025-08-16,0.96,708311,Average,EMP1789,0,
EMP1649,Kurt Martin,Sales,Senior Manager,L4,2022-04-16,4.29,503073,Average,EMP1344,0,
EMP1650,Angela Shelton,Consulting,Senior Analyst,L3,2022-03-07,4.4,1392604,High,EMP1530,0,
EMP1651,Monique Hayes,Consulting,Analyst,L4,2021-05-18,5.21,1202945,High,EMP1158,0,
EMP1652,Tiffany Anderson,Finance,Consultant,L3,2022-09-14,3.88,693554,Average,EMP1537,0,
EMP1653,Brian Woodard,Finance,Senior Manager,L3,2025-12-11,0.64,1575730,Average,EMP1425,0,
EMP1654,Anthony Butler,Finance,Consultant,L5,2023-11-12,2.72,1194529,Low,EMP1680,0,
EMP1655,Michael Jacobs,Operations,Senior Manager,L2,2024-06-09,2.14,802550,High,EMP1995,0,
EMP1656,Patrick Foster,Sales,Manager,L2,2019-02-12,7.47,300000,Average,EMP1022,0,
EMP1657,Jose Hall,Finance,Consultant,L3,2019-08-14,6.97,1587282,Average,EMP1046,0,
EMP1658,Nicole Anderson,Engineering,Consultant,L2,2026-05-07,0.23,483128,Average,EMP1524,0,
EMP1659,Spencer Garner,Operations,Consultant,L1,2021-04-01,5.33,406380,Low,EMP1728,0,
EMP1660,Courtney David,HR,Manager,L3,2024-07-11,2.05,1206771,Average,EMP1833,0,
EMP1661,Herbert Moore,Engineering,Analyst,L2,2021-11-12,4.72,1631925,Low,EMP1705,1,2025-09-15
EMP1662,John Davis,Engineering,Senior Manager,L1,2019-02-02,7.5,1315281,Average,EMP1143,0,
EMP1663,Jordan Smith,Finance,Consultant,L5,2025-04-10,1.31,1069172,Average,EMP1584,0,
EMP1664,Christopher Smith,HR,Manager,L2,2026-01-03,0.57,1078426,Low,EMP1667,0,
EMP1665,Erik Velazquez,HR,Analyst,L1,2023-02-13,3.46,1156024,Average,EMP1588,0,
EMP1666,Tanya Mann,Operations,Senior Manager,L4,2024-08-13,1.96,1127678,Low,EMP1418,1,2025-03-10
EMP1667,Nicole Le,HR,Manager,L4,2019-04-24,7.27,984357,Average,EMP1680,0,
EMP1668,Todd Myers,Sales,Senior Manager,L1,2021-12-06,4.65,931260,Average,EMP1972,1,2022-12-02
EMP1669,Devin James,Finance,Consultant,L3,2023-04-29,3.26,881222,Low,EMP1798,0,
EMP1670,Dr. Jeremiah Johnson,HR,Analyst,L3,2021-08-11,4.97,673810,High,EMP1084,0,
EMP1671,Richard Morrison,Operations,Manager,L2,2025-09-30,0.83,815797,Low,EMP1415,0,
EMP1672,Barry Gray,Sales,Analyst,L4,2019-03-31,7.34,392112,Average,EMP1693,0,
EMP1673,Alyssa Smith,Consulting,Consultant,L3,2022-04-15,4.3,870498,Average,EMP1481,0,
EMP1674,Troy Lopez,Consulting,Analyst,L3,2025-03-27,1.35,603422,Average,EMP1455,0,
EMP1675,Christine Rivers,Sales,Analyst,L4,2024-03-13,2.38,568923,Low,EMP1826,0,
EMP1676,Bill Harris,Operations,Senior Analyst,L5,2023-02-16,3.45,953968,Average,EMP1296,0,
EMP1677,Patrick Hines,Sales,Analyst,L3,2023-07-27,3.01,1317600,Average,EMP1111,0,
EMP1678,Daniel Dominguez,Finance,Senior Manager,L1,2025-06-01,1.16,1175494,High,EMP1961,0,
EMP1679,Alexis Thomas,Finance,Manager,L2,2025-01-11,1.55,428849,Average,EMP1229,0,
EMP1680,Michael Lyons,Consulting,Senior Analyst,L3,2025-12-10,0.64,603111,High,EMP1095,0,
EMP1681,Marc Dawson,HR,Manager,L3,2022-07-23,4.02,1182231,High,EMP1949,0,
EMP1682,Erica Norton DVM,Operations,Manager,L5,2020-08-28,5.93,605253,Average,EMP1679,0,
EMP1683,David Cook,Consulting,Consultant,L1,2020-06-26,6.1,832610,High,EMP1377,0,
EMP1684,Rachael Coleman,HR,Consultant,L2,2022-04-08,4.32,1065015,Average,EMP1155,1,2026-05-23
EMP1685,Tammy Mendoza,HR,Senior Analyst,L3,2025-07-02,1.08,609496,High,EMP1420,0,
EMP1686,Jesus Harrington,Finance,Consultant,L2,2022-02-15,4.46,931612,Low,EMP1104,0,
EMP1687,Jenny Ray,Engineering,Consultant,L4,2019-10-04,6.83,499792,Average,EMP1704,0,
EMP1688,Donald Logan,Engineering,Consultant,L3,2025-04-16,1.29,719589,Average,EMP1329,0,
EMP1689,William Jones,Sales,Manager,L3,2021-03-23,5.36,995934,Average,EMP1438,0,
EMP1690,Bryan Golden,Finance,Senior Analyst,L4,2021-04-20,5.28,422101,Average,EMP1131,0,
EMP1691,Brandon Jones,HR,Manager,L5,2020-02-22,6.44,1032142,Average,EMP1866,0,
EMP1692,Erica Gonzales,Operations,Senior Manager,L3,2019-07-25,7.02,894108,Low,EMP1381,1,2021-02-28
EMP1693,Michael Odonnell,Engineering,Manager,L2,2019-03-12,7.39,1065746,Average,EMP1137,0,
EMP1694,Kim Hamilton,HR,Senior Manager,L1,2018-11-17,7.71,967174,Average,EMP1942,0,
EMP1695,John Howard,Engineering,Analyst,L2,2018-11-10,7.73,1309242,Average,EMP1842,1,2020-05-18
EMP1696,Timothy Robbins,Engineering,Analyst,L5,2022-09-18,3.87,937567,High,EMP1269,0,
EMP1697,Heather Fisher,Engineering,Senior Manager,L1,2019-11-20,6.7,771178,High,EMP1549,0,
EMP1698,Hannah Dillon,Operations,Senior Manager,L2,2022-04-09,4.31,936689,High,EMP1395,0,
EMP1699,Ashley Garrison,Finance,Manager,L2,2021-06-09,5.15,1062989,Average,EMP1556,0,
EMP1700,Michael Vaughn,Operations,Senior Manager,L4,2020-11-01,5.75,914658,Average,EMP1912,1,2023-11-19
EMP1701,Sherry Rodriguez,Consulting,Senior Analyst,L5,2020-10-21,5.78,912177,Low,EMP1463,0,
EMP1702,Robert Salinas,HR,Analyst,L4,2018-12-05,7.66,689402,High,EMP1674,0,
EMP1703,Christopher Phillips,Finance,Analyst,L1,2026-05-16,0.21,701129,Average,EMP1449,0,
EMP1704,Desiree Andrade,Finance,Senior Manager,L4,2021-03-04,5.41,479218,Low,EMP1330,0,
EMP1705,Todd Valenzuela,Finance,Consultant,L5,2021-10-03,4.83,1424873,Average,EMP1252,0,
EMP1706,Leslie Dennis,Finance,Consultant,L3,2023-10-30,2.75,526841,High,EMP1680,0,
EMP1707,Christine Kelley,Operations,Senior Manager,L3,2025-12-02,0.66,692128,Average,EMP1962,0,
EMP1708,Alyssa Foster,Finance,Senior Analyst,L1,2022-01-10,4.56,684477,Average,EMP1284,0,
EMP1709,James Davidson,Sales,Consultant,L3,2020-08-14,5.96,1168477,Average,EMP1273,0,
EMP1710,Alex Smith,HR,Senior Manager,L4,2022-06-26,4.1,811515,Average,EMP1019,0,
EMP1711,Phillip Mcdonald,Finance,Senior Analyst,L1,2020-10-16,5.79,1274322,Average,EMP1238,0,
EMP1712,Jessica Townsend,HR,Senior Analyst,L5,2023-04-28,3.26,697952,Average,EMP1269,0,
EMP1713,Dennis Cole,Sales,Manager,L1,2018-09-26,7.85,983698,Low,EMP1417,1,2024-08-26
EMP1714,Donald George,Sales,Senior Analyst,L1,2021-09-25,4.85,649395,High,EMP1944,0,
EMP1715,Albert Osborne,HR,Consultant,L2,2020-07-16,6.04,1543544,Average,EMP1309,0,
EMP1716,Jerry Murphy,Engineering,Consultant,L2,2026-03-05,0.41,543720,High,EMP1030,0,
EMP1717,Martin Peterson,Consulting,Senior Manager,L1,2024-04-20,2.28,992946,High,EMP1825,0,
EMP1718,Alyssa Pitts,Engineering,Senior Manager,L3,2022-03-13,4.39,1090133,Average,EMP1103,0,
EMP1719,Melanie Ramirez,Engineering,Senior Analyst,L2,2024-01-30,2.5,1024139,Average,EMP1681,0,
EMP1720,Brian Fleming,Operations,Analyst,L5,2020-12-22,5.61,844413,Average,EMP1185,0,
EMP1721,Marcus Foster,Engineering,Manager,L4,2025-04-21,1.28,861053,High,EMP1127,0,
EMP1722,Candice Hughes,Finance,Analyst,L2,2020-09-13,5.88,913143,Average,EMP1209,0,
EMP1723,Tracy Rhodes,Operations,Senior Analyst,L1,2020-11-21,5.69,855899,Average,EMP1413,0,
EMP1724,Angela Young,Operations,Senior Analyst,L3,2021-03-05,5.41,1189163,Average,EMP1280,0,
EMP1725,Sarah Bray,Sales,Analyst,L4,2022-07-04,4.08,1563156,Average,EMP1958,0,
EMP1726,John Russell,Engineering,Manager,L2,2023-12-01,2.67,732752,Low,EMP1252,0,
EMP1727,Kevin Spence,Sales,Analyst,L3,2019-04-25,7.27,489059,Average,EMP1018,0,
EMP1728,Beth Hammond,HR,Senior Manager,L3,2023-06-06,3.15,873515,Average,EMP1711,0,
EMP1729,Leslie Espinoza,Consulting,Consultant,L3,2018-08-09,7.98,1673912,Average,EMP1731,0,
EMP1730,Latoya Koch,Operations,Senior Manager,L1,2023-05-23,3.19,658897,Average,EMP1135,0,
EMP1731,Kenneth Martin,HR,Consultant,L5,2023-01-17,3.54,1391735,Average,EMP1222,0,
EMP1732,James Medina,HR,Senior Analyst,L3,2018-12-29,7.59,1403310,Average,EMP1002,0,
EMP1733,James Gray,Finance,Manager,L4,2025-01-23,1.52,733923,Average,EMP1962,0,
EMP1734,Tracy Lee,Consulting,Analyst,L2,2025-10-30,0.75,1070694,High,EMP1235,0,
EMP1735,Elizabeth Henry,HR,Manager,L4,2021-05-26,5.18,1388518,Average,EMP1853,0,
EMP1736,Patricia Johnson,HR,Analyst,L1,2025-01-16,1.54,786261,Average,EMP1464,0,
EMP1737,Victoria Stone,Consulting,Senior Manager,L1,2025-04-03,1.33,838925,Low,EMP1227,1,2025-07-10
EMP1738,Aaron Hayes,Consulting,Senior Manager,L4,2022-05-08,4.23,725495,Low,EMP1912,0,
EMP1739,Tony Thompson,HR,Analyst,L5,2025-07-18,1.04,595572,Average,EMP1653,0,
EMP1740,Thomas Morales,Consulting,Manager,L1,2021-05-31,5.17,705216,Average,EMP1498,0,
EMP1741,Michael Jones,HR,Analyst,L1,2020-03-25,6.35,532817,High,EMP1520,0,
EMP1742,Angela Fox MD,HR,Senior Analyst,L4,2024-06-07,2.15,910225,Low,EMP1701,1,2025-09-23
EMP1743,Alexander Suarez,Finance,Senior Manager,L1,2018-07-31,8.01,669008,Average,EMP1861,0,
EMP1744,Mrs. Tammy Todd MD,Engineering,Senior Analyst,L5,2021-02-15,5.46,970135,Average,EMP1916,0,
EMP1745,Jesse White,HR,Senior Manager,L5,2023-05-14,3.22,433231,Low,EMP1971,0,
EMP1746,Dalton Jones,Sales,Senior Manager,L5,2024-01-18,2.53,999264,Low,EMP1676,0,
EMP1747,James Jackson,Operations,Consultant,L2,2022-07-06,4.07,1150058,Average,EMP1991,0,
EMP1748,Tyrone Lane,Engineering,Senior Analyst,L5,2019-03-13,7.39,301879,Average,EMP1138,0,
EMP1749,Victoria Frazier,Engineering,Senior Analyst,L5,2026-01-10,0.55,1012216,Average,EMP1275,1,2026-03-01
EMP1750,Mark Graham,Engineering,Consultant,L2,2026-05-02,0.25,1268300,Average,EMP1290,0,
EMP1751,Abigail Vasquez,Finance,Manager,L3,2023-12-11,2.64,537107,Average,EMP1052,0,
EMP1752,Patricia Lucas,HR,Senior Analyst,L1,2021-08-25,4.93,1401771,Low,EMP1686,0,
EMP1753,Kerry Schultz,Finance,Analyst,L5,2025-06-11,1.14,1025705,Average,EMP1109,0,
EMP1754,April Kent,HR,Consultant,L1,2026-06-24,0.1,688496,High,EMP1714,0,
EMP1755,Matthew Cruz,Finance,Senior Analyst,L4,2023-08-21,2.95,883269,Average,EMP1947,0,
EMP1756,Maurice Garner,Finance,Manager,L1,2026-03-07,0.4,1067498,Average,EMP1647,0,
EMP1757,Curtis Rivera PhD,Operations,Senior Analyst,L2,2024-03-01,2.42,922801,Average,EMP1003,0,
EMP1758,Anna Sandoval,Sales,Senior Manager,L1,2024-03-16,2.38,1061626,High,EMP1666,0,
EMP1759,David Terry,Finance,Analyst,L1,2026-01-08,0.56,623797,High,EMP1683,1,2026-03-10
EMP1760,Keith Mora,Operations,Consultant,L1,2019-04-09,7.32,950808,Average,EMP1935,0,
EMP1761,John Simmons,Consulting,Senior Manager,L3,2021-08-09,4.98,475885,High,EMP1869,0,
EMP1762,Christopher Jenkins,Sales,Manager,L3,2020-03-28,6.35,866632,Low,EMP1046,0,
EMP1763,Heather Escobar,Finance,Senior Manager,L4,2019-05-31,7.17,628827,Low,EMP1093,0,
EMP1764,Mark Moses,Engineering,Senior Manager,L2,2024-05-23,2.19,679341,High,EMP1939,0,
EMP1765,Mrs. Grace Miller PhD,Consulting,Manager,L1,2020-04-16,6.29,1270827,High,EMP1559,0,
EMP1766,Dr. Stephanie Hernandez,Consulting,Senior Manager,L1,2018-10-20,7.78,1227393,Low,EMP1751,1,2020-01-29
EMP1767,Margaret Guerra,Operations,Consultant,L1,2019-01-15,7.55,1082741,Average,EMP1858,0,
EMP1768,Vicki Turner,Consulting,Senior Analyst,L1,2022-08-16,3.96,572306,Low,EMP1212,1,2026-06-23
EMP1769,Carrie May,Sales,Senior Manager,L3,2022-11-14,3.71,805077,Average,EMP1435,0,
EMP1770,April Scott,Finance,Consultant,L4,2019-06-18,7.12,1263929,High,EMP1851,0,
EMP1771,Edward Garcia,Finance,Senior Analyst,L5,2020-05-10,6.23,942515,Average,EMP1507,0,
